misc46.gif[0] GIF 900x150+0+0 PseudoClass 2c 8-bit 1.2Mi 0.000u 0m:0.000004s
misc46.gif[244] GIF 450x50+145+52 PseudoClass 16c 8-bit 1.2Mi 0.000u 0m:0.000070s
misc46.gif[245] GIF 450x50+226+46 PseudoClass 16c 8-bit 1.2Mi 0.000u 0m:0.000060s
misc46.gif[246] GIF 450x50+283+46 PseudoClass 16c 8-bit 1.2Mi 0.000u 0m:0.000068s
misc46.gif[247] GIF 450x50+284+50 PseudoClass 16c 8-bit 1.2Mi 0.000u 0m:0.000077s
misc46.gif[248] GIF 450x50+193+46 PseudoClass 16c 8-bit 1.2Mi 0.000u 0m:0.000076s
misc46.gif[249] GIF 450x50+275+47 PseudoClass 16c 8-bit 1.2Mi 0.000u 0m:0.000056s
misc46.gif[250] GIF 450x50+223+46 PseudoClass 16c 8-bit 1.2Mi 0.000u 0m:0.000068s
misc46.gif[251] GIF 450x50+243+49 PseudoClass 16c 8-bit 1.2Mi 0.000u 0m:0.000059s
misc46.gif[252] GIF 450x50+233+50 PseudoClass 16c 8-bit 1.2Mi 0.000u 0m:0.000062s
misc46.gif[253] GIF 450x50+226+50 PseudoClass 16c 8-bit 1.2Mi 0.000u 0m:0.000056s
misc46.gif[254] GIF 450x50+138+48 PseudoClass 16c 8-bit 1.2Mi 0.000u 0m:0.000070s
misc46.gif[255] GIF 450x50+173+52 PseudoClass 16c 8-bit 1.2Mi 0.000u 0m:0.000067s
misc46.gif[256] GIF 450x50+316+47 PseudoClass 16c 8-bit 1.2Mi 0.000u 0m:0.000067s
misc46.gif[257] GIF 450x50+124+52 PseudoClass 16c 8-bit 1.2Mi 0.000u 0m:0.000057s
misc46.gif[258] GIF 450x50+144+50 PseudoClass 16c 8-bit 1.2Mi 0.000u 0m:0.000059s
misc46.gif[259] GIF 450x50+179+52 PseudoClass 16c 8-bit 1.2Mi 0.000u 0m:0.000074s
misc46.gif[260] GIF 450x50+172+50 PseudoClass 16c 8-bit 1.2Mi 0.000u 0m:0.000059s
misc46.gif[261] GIF 450x50+158+47 PseudoClass 16c 8-bit 1.2Mi 0.000u 0m:0.000066s
misc46.gif[262] GIF 450x50+336+48 PseudoClass 16c 8-bit 1.2Mi 0.000u 0m:0.000070s
misc46.gif[263] GIF 450x50+275+50 PseudoClass 16c 8-bit 1.2Mi 0.000u 0m:0.000066s
misc46.gif[264] GIF 450x50+167+52 PseudoClass 16c 8-bit 1.2Mi 0.000u 0m:0.000058s
misc46.gif[265] GIF 450x50+325+52 PseudoClass 16c 8-bit 1.2Mi 0.000u 0m:0.000066s
misc46.gif[266] GIF 450x50+178+47 PseudoClass 16c 8-bit 1.2Mi 0.000u 0m:0.000065s
misc46.gif[267] GIF 450x50+234+48 PseudoClass 16c 8-bit 1.2Mi 0.000u 0m:0.000056s
misc46.gif[268] GIF 450x50+292+48 PseudoClass 16c 8-bit 1.2Mi 0.000u 0m:0.000055s
misc46.gif[269] GIF 450x50+261+46 PseudoClass 16c 8-bit 1.2Mi 0.000u 0m:0.000058s
misc46.gif[270] GIF 450x50+323+46 PseudoClass 16c 8-bit 1.2Mi 0.000u 0m:0.000069s
misc46.gif[271] GIF 450x50+292+50 PseudoClass 16c 8-bit 1.2Mi 0.000u 0m:0.000065s
misc46.gif[272] GIF 450x50+111+51 PseudoClass 16c 8-bit 1.2Mi 0.000u 0m:0.000056s
misc46.gif[273] GIF 450x50+196+49 PseudoClass 16c 8-bit 1.2Mi 0.010u 0m:0.000082s
misc46.gif[274] GIF 450x50+330+46 PseudoClass 16c 8-bit 1.2Mi 0.000u 0m:0.000065s
misc46.gif[275] GIF 450x50+278+46 PseudoClass 16c 8-bit 1.2Mi 0.000u 0m:0.000065s
misc46.gif[276] GIF 450x50+242+46 PseudoClass 16c 8-bit 1.2Mi 0.000u 0m:0.000059s
misc46.gif[277] GIF 450x50+141+50 PseudoClass 16c 8-bit 1.2Mi 0.000u 0m:0.000060s
misc46.gif[278] GIF 450x50+176+50 PseudoClass 16c 8-bit 1.2Mi 0.000u 0m:0.000057s
misc46.gif[279] GIF 450x50+328+52 PseudoClass 16c 8-bit 1.2Mi 0.000u 0m:0.000066s
misc46.gif[280] GIF 450x50+329+52 PseudoClass 16c 8-bit 1.2Mi 0.000u 0m:0.000076s
misc46.gif[281] GIF 450x50+204+50 PseudoClass 16c 8-bit 1.2Mi 0.000u 0m:0.000072s
misc46.gif[282] GIF 450x50+178+49 PseudoClass 16c 8-bit 1.2Mi 0.000u 0m:0.000066s
misc46.gif[283] GIF 450x50+110+48 PseudoClass 16c 8-bit 1.2Mi 0.000u 0m:0.000064s
misc46.gif[284] GIF 450x50+323+50 PseudoClass 16c 8-bit 1.2Mi 0.000u 0m:0.000062s
misc46.gif[285] GIF 450x50+255+46 PseudoClass 16c 8-bit 1.2Mi 0.000u 0m:0.000055s
misc46.gif[286] GIF 450x50+154+48 PseudoClass 16c 8-bit 1.2Mi 0.000u 0m:0.000076s
misc46.gif[287] GIF 450x50+227+49 PseudoClass 16c 8-bit 1.2Mi 0.000u 0m:0.000074s
misc46.gif[288] GIF 450x50+157+48 PseudoClass 16c 8-bit 1.2Mi 0.000u 0m:0.000073s
misc46.gif[289] GIF 450x50+298+48 PseudoClass 16c 8-bit 1.2Mi 0.000u 0m:0.000056s
misc46.gif[290] GIF 450x50+287+46 PseudoClass 16c 8-bit 1.2Mi 0.000u 0m:0.000055s
misc46.gif[291] GIF 450x50+166+47 PseudoClass 16c 8-bit 1.2Mi 0.000u 0m:0.000061s
misc46.gif[292] GIF 450x50+182+51 PseudoClass 16c 8-bit 1.2Mi 0.000u 0m:0.000060s
misc46.gif[293] GIF 450x50+221+48 PseudoClass 16c 8-bit 1.2Mi 0.000u 0m:0.000078s
misc46.gif[294] GIF 450x50+125+50 PseudoClass 16c 8-bit 1.2Mi 0.000u 0m:0.000059s
misc46.gif[295] GIF 450x50+160+48 PseudoClass 16c 8-bit 1.2Mi 0.000u 0m:0.000072s
misc46.gif[296] GIF 450x50+275+48 PseudoClass 16c 8-bit 1.2Mi 0.000u 0m:0.000066s
misc46.gif[297] GIF 450x50+262+49 PseudoClass 16c 8-bit 1.2Mi 0.000u 0m:0.000066s
misc46.gif[298] GIF 450x50+184+51 PseudoClass 16c 8-bit 1.2Mi 0.000u 0m:0.000071s
misc46.gif[299] GIF 450x50+169+49 PseudoClass 16c 8-bit 1.2Mi 0.000u 0m:0.000086s
misc46.gif[300] GIF 450x50+141+51 PseudoClass 16c 8-bit 1.2Mi 0.000u 0m:0.000056s
misc46.gif[301] GIF 450x50+184+46 PseudoClass 16c 8-bit 1.2Mi 0.000u 0m:0.000059s
misc46.gif[302] GIF 450x50+223+52 PseudoClass 16c 8-bit 1.2Mi 0.000u 0m:0.000068s
misc46.gif[303] GIF 450x50+287+52 PseudoClass 16c 8-bit 1.2Mi 0.000u 0m:0.000111s
misc46.gif[304] GIF 450x50+292+49 PseudoClass 16c 8-bit 1.2Mi 0.000u 0m:0.000065s
misc46.gif[305] GIF 450x50+163+52 PseudoClass 16c 8-bit 1.2Mi 0.000u 0m:0.000074s
misc46.gif[306] GIF 450x50+218+46 PseudoClass 16c 8-bit 1.2Mi 0.000u 0m:0.000057s
misc46.gif[307] GIF 450x50+194+47 PseudoClass 16c 8-bit 1.2Mi 0.000u 0m:0.000070s
misc46.gif[308] GIF 450x50+184+52 PseudoClass 16c 8-bit 1.2Mi 0.000u 0m:0.000063s
misc46.gif[309] GIF 450x50+150+48 PseudoClass 16c 8-bit 1.2Mi 0.000u 0m:0.000077s
misc46.gif[310] GIF 450x50+137+48 PseudoClass 16c 8-bit 1.2Mi 0.000u 0m:0.000074s
misc46.gif[311] GIF 450x50+170+51 PseudoClass 16c 8-bit 1.2Mi 0.000u 0m:0.000076s
misc46.gif[312] GIF 450x50+204+52 PseudoClass 16c 8-bit 1.2Mi 0.000u 0m:0.000055s
misc46.gif[313] GIF 450x50+311+52 PseudoClass 16c 8-bit 1.2Mi 0.000u 0m:0.000056s
misc46.gif[314] GIF 450x50+284+46 PseudoClass 16c 8-bit 1.2Mi 0.000u 0m:0.000068s
misc46.gif[315] GIF 450x50+228+49 PseudoClass 16c 8-bit 1.2Mi 0.000u 0m:0.000065s
misc46.gif[316] GIF 450x50+299+52 PseudoClass 16c 8-bit 1.2Mi 0.000u 0m:0.000056s
misc46.gif[317] GIF 450x50+186+48 PseudoClass 16c 8-bit 1.2Mi 0.000u 0m:0.000057s
misc46.gif[318] GIF 450x50+205+50 PseudoClass 16c 8-bit 1.2Mi 0.000u 0m:0.000056s
misc46.gif[319] GIF 450x50+275+51 PseudoClass 16c 8-bit 1.2Mi 0.000u 0m:0.000055s
misc46.gif[320] GIF 450x50+108+52 PseudoClass 16c 8-bit 1.2Mi 0.000u 0m:0.000077s
misc46.gif[321] GIF 450x50+304+50 PseudoClass 16c 8-bit 1.2Mi 0.000u 0m:0.000067s
misc46.gif[322] GIF 450x50+275+49 PseudoClass 16c 8-bit 1.2Mi 0.000u 0m:0.000061s
misc46.gif[323] GIF 450x50+170+49 PseudoClass 16c 8-bit 1.2Mi 0.000u 0m:0.000066s
misc46.gif[324] GIF 450x50+228+46 PseudoClass 16c 8-bit 1.2Mi 0.000u 0m:0.000072s
misc46.gif[325] GIF 450x50+265+50 PseudoClass 16c 8-bit 1.2Mi 0.000u 0m:0.000074s
misc46.gif[326] GIF 450x50+227+46 PseudoClass 16c 8-bit 1.2Mi 0.000u 0m:0.000057s
misc46.gif[327] GIF 450x50+290+50 PseudoClass 16c 8-bit 1.2Mi 0.000u 0m:0.000070s
misc46.gif[328] GIF 450x50+295+49 PseudoClass 16c 8-bit 1.2Mi 0.000u 0m:0.000074s
misc46.gif[329] GIF 450x50+310+49 PseudoClass 16c 8-bit 1.2Mi 0.000u 0m:0.000058s
misc46.gif[330] GIF 450x50+281+50 PseudoClass 16c 8-bit 1.2Mi 0.000u 0m:0.000065s
misc46.gif[331] GIF 450x50+150+50 PseudoClass 16c 8-bit 1.2Mi 0.000u 0m:0.000073s
misc46.gif[332] GIF 450x50+157+46 PseudoClass 16c 8-bit 1.2Mi 0.000u 0m:0.000057s
misc46.gif[333] GIF 450x50+223+51 PseudoClass 16c 8-bit 1.2Mi 0.000u 0m:0.000056s
misc46.gif[334] GIF 450x50+206+49 PseudoClass 16c 8-bit 1.2Mi 0.000u 0m:0.000057s
misc46.gif[335] GIF 450x50+208+50 PseudoClass 16c 8-bit 1.2Mi 0.000u 0m:0.000058s
misc46.gif[336] GIF 450x50+336+46 PseudoClass 16c 8-bit 1.2Mi 0.000u 0m:0.000057s
misc46.gif[337] GIF 450x50+222+47 PseudoClass 16c 8-bit 1.2Mi 0.000u 0m:0.000071s
misc46.gif[338] GIF 450x50+295+52 PseudoClass 16c 8-bit 1.2Mi 0.000u 0m:0.000057s
misc46.gif[339] GIF 450x50+255+49 PseudoClass 16c 8-bit 1.2Mi 0.000u 0m:0.000102s
misc46.gif[340] GIF 450x50+208+48 PseudoClass 16c 8-bit 1.2Mi 0.000u 0m:0.000065s
misc46.gif[341] GIF 450x50+341+51 PseudoClass 16c 8-bit 1.2Mi 0.000u 0m:0.000068s
misc46.gif[342] GIF 450x50+334+48 PseudoClass 16c 8-bit 1.2Mi 0.000u 0m:0.000064s
misc46.gif[343] GIF 450x50+274+52 PseudoClass 16c 8-bit 1.2Mi 0.000u 0m:0.000055s
misc46.gif[344] GIF 450x50+286+48 PseudoClass 16c 8-bit 1.2Mi 0.000u 0m:0.000094s
misc46.gif[345] GIF 450x50+185+52 PseudoClass 16c 8-bit 1.2Mi 0.000u 0m:0.000064s
misc46.gif[346] GIF 450x50+109+48 PseudoClass 16c 8-bit 1.2Mi 0.000u 0m:0.000077s
misc46.gif[347] GIF 450x50+271+47 PseudoClass 16c 8-bit 1.2Mi 0.000u 0m:0.000075s
misc46.gif[348] GIF 450x50+200+51 PseudoClass 16c 8-bit 1.2Mi 0.000u 0m:0.000056s
misc46.gif[349] GIF 450x50+170+47 PseudoClass 16c 8-bit 1.2Mi 0.000u 0m:0.000056s
misc46.gif[350] GIF 450x50+300+48 PseudoClass 16c 8-bit 1.2Mi 0.000u 0m:0.000073s
misc46.gif[351] GIF 450x50+176+48 PseudoClass 16c 8-bit 1.2Mi 0.000u 0m:0.000064s
misc46.gif[352] GIF 450x50+243+52 PseudoClass 16c 8-bit 1.2Mi 0.000u 0m:0.000076s
misc46.gif[353] GIF 450x50+169+52 PseudoClass 16c 8-bit 1.2Mi 0.000u 0m:0.000057s
misc46.gif[354] GIF 450x50+198+52 PseudoClass 16c 8-bit 1.2Mi 0.000u 0m:0.000065s
misc46.gif[355] GIF 450x50+248+50 PseudoClass 16c 8-bit 1.2Mi 0.000u 0m:0.000064s
misc46.gif[356] GIF 450x50+180+52 PseudoClass 16c 8-bit 1.2Mi 0.000u 0m:0.000065s
misc46.gif[357] GIF 450x50+158+48 PseudoClass 16c 8-bit 1.2Mi 0.000u 0m:0.000072s
misc46.gif[358] GIF 450x50+150+47 PseudoClass 16c 8-bit 1.2Mi 0.000u 0m:0.000066s
misc46.gif[359] GIF 450x50+124+48 PseudoClass 16c 8-bit 1.2Mi 0.000u 0m:0.000068s
misc46.gif[360] GIF 450x50+181+49 PseudoClass 16c 8-bit 1.2Mi 0.000u 0m:0.000066s
misc46.gif[361] GIF 450x50+158+51 PseudoClass 16c 8-bit 1.2Mi 0.000u 0m:0.000058s
misc46.gif[362] GIF 450x50+320+48 PseudoClass 16c 8-bit 1.2Mi 0.000u 0m:0.000054s
misc46.gif[363] GIF 450x50+138+52 PseudoClass 16c 8-bit 1.2Mi 0.000u 0m:0.000055s
misc46.gif[364] GIF 450x50+326+47 PseudoClass 16c 8-bit 1.2Mi 0.000u 0m:0.000065s
misc46.gif[365] GIF 450x50+147+49 PseudoClass 16c 8-bit 1.2Mi 0.000u 0m:0.000068s
misc46.gif[366] GIF 450x50+267+49 PseudoClass 16c 8-bit 1.2Mi 0.000u 0m:0.000057s
misc46.gif[367] GIF 450x50+260+52 PseudoClass 16c 8-bit 1.2Mi 0.000u 0m:0.000077s
misc46.gif[368] GIF 450x50+131+48 PseudoClass 16c 8-bit 1.2Mi 0.000u 0m:0.000057s
misc46.gif[369] GIF 450x50+154+49 PseudoClass 16c 8-bit 1.2Mi 0.000u 0m:0.000076s
misc46.gif[370] GIF 450x50+132+48 PseudoClass 16c 8-bit 1.2Mi 0.000u 0m:0.000066s
misc46.gif[371] GIF 450x50+218+47 PseudoClass 16c 8-bit 1.2Mi 0.000u 0m:0.000065s
misc46.gif[372] GIF 450x50+129+50 PseudoClass 16c 8-bit 1.2Mi 0.000u 0m:0.000074s
misc46.gif[373] GIF 450x50+259+46 PseudoClass 16c 8-bit 1.2Mi 0.000u 0m:0.000066s
misc46.gif[374] GIF 450x50+269+48 PseudoClass 16c 8-bit 1.2Mi 0.000u 0m:0.000068s
misc46.gif[375] GIF 450x50+210+49 PseudoClass 16c 8-bit 1.2Mi 0.000u 0m:0.000055s
misc46.gif[376] GIF 450x50+118+48 PseudoClass 16c 8-bit 1.2Mi 0.000u 0m:0.000066s
misc46.gif[377] GIF 450x50+173+50 PseudoClass 16c 8-bit 1.2Mi 0.000u 0m:0.000076s
misc46.gif[378] GIF 450x50+209+49 PseudoClass 16c 8-bit 1.2Mi 0.000u 0m:0.000055s
misc46.gif[379] GIF 450x50+223+47 PseudoClass 16c 8-bit 1.2Mi 0.000u 0m:0.000074s
misc46.gif[380] GIF 450x50+244+52 PseudoClass 16c 8-bit 1.2Mi 0.000u 0m:0.000064s
misc46.gif[381] GIF 450x50+212+50 PseudoClass 16c 8-bit 1.2Mi 0.000u 0m:0.000056s
misc46.gif[382] GIF 450x50+123+52 PseudoClass 16c 8-bit 1.2Mi 0.000u 0m:0.000068s
misc46.gif[383] GIF 450x50+115+48 PseudoClass 16c 8-bit 1.2Mi 0.000u 0m:0.000075s
misc46.gif[384] GIF 450x50+310+52 PseudoClass 16c 8-bit 1.2Mi 0.000u 0m:0.000060s
misc46.gif[385] GIF 450x50+139+51 PseudoClass 16c 8-bit 1.2Mi 0.000u 0m:0.000066s
misc46.gif[386] GIF 450x50+301+52 PseudoClass 16c 8-bit 1.2Mi 0.000u 0m:0.000077s
misc46.gif[387] GIF 450x50+236+51 PseudoClass 16c 8-bit 1.2Mi 0.000u 0m:0.000067s
misc46.gif[388] GIF 450x50+298+46 PseudoClass 16c 8-bit 1.2Mi 0.000u 0m:0.000059s
misc46.gif[389] GIF 450x50+155+50 PseudoClass 16c 8-bit 1.2Mi 0.000u 0m:0.000061s
misc46.gif[390] GIF 450x50+298+47 PseudoClass 16c 8-bit 1.2Mi 0.000u 0m:0.000066s
misc46.gif[391] GIF 450x50+251+50 PseudoClass 16c 8-bit 1.2Mi 0.000u 0m:0.000058s
misc46.gif[392] GIF 450x50+318+52 PseudoClass 16c 8-bit 1.2Mi 0.000u 0m:0.000055s
misc46.gif[393] GIF 450x50+288+46 PseudoClass 16c 8-bit 1.2Mi 0.000u 0m:0.000055s
misc46.gif[394] GIF 450x50+194+50 PseudoClass 16c 8-bit 1.2Mi 0.000u 0m:0.000065s
misc46.gif[395] GIF 450x50+230+52 PseudoClass 16c 8-bit 1.2Mi 0.000u 0m:0.000055s
misc46.gif[396] GIF 450x50+281+51 PseudoClass 16c 8-bit 1.2Mi 0.000u 0m:0.000056s
misc46.gif[397] GIF 450x50+295+46 PseudoClass 16c 8-bit 1.2Mi 0.000u 0m:0.000059s
misc46.gif[398] GIF 450x50+239+50 PseudoClass 16c 8-bit 1.2Mi 0.000u 0m:0.000056s
misc46.gif[399] GIF 450x50+161+49 PseudoClass 16c 8-bit 1.2Mi 0.000u 0m:0.000056s
misc46.gif[400] GIF 450x50+263+47 PseudoClass 16c 8-bit 1.2Mi 0.000u 0m:0.000065s
misc46.gif[401] GIF 450x50+249+52 PseudoClass 16c 8-bit 1.2Mi 0.000u 0m:0.000056s
misc46.gif[402] GIF 450x50+208+47 PseudoClass 16c 8-bit 1.2Mi 0.000u 0m:0.000066s
misc46.gif[403] GIF 450x50+162+52 PseudoClass 16c 8-bit 1.2Mi 0.000u 0m:0.000064s
misc46.gif[404] GIF 450x50+197+52 PseudoClass 16c 8-bit 1.2Mi 0.000u 0m:0.000059s
misc46.gif[405] GIF 450x50+274+49 PseudoClass 16c 8-bit 1.2Mi 0.000u 0m:0.000066s
misc46.gif[406] GIF 450x50+212+47 PseudoClass 16c 8-bit 1.2Mi 0.000u 0m:0.000105s
misc46.gif[407] GIF 450x50+229+46 PseudoClass 16c 8-bit 1.2Mi 0.000u 0m:0.000064s
misc46.gif[408] GIF 450x50+192+46 PseudoClass 16c 8-bit 1.2Mi 0.000u 0m:0.000063s
misc46.gif[409] GIF 450x50+265+51 PseudoClass 16c 8-bit 1.2Mi 0.000u 0m:0.000062s
misc46.gif[410] GIF 450x50+209+46 PseudoClass 16c 8-bit 1.2Mi 0.000u 0m:0.000075s
misc46.gif[411] GIF 450x50+284+52 PseudoClass 16c 8-bit 1.2Mi 0.000u 0m:0.000075s
misc46.gif[412] GIF 450x50+196+52 PseudoClass 16c 8-bit 1.2Mi 0.000u 0m:0.000063s
misc46.gif[413] GIF 450x50+268+46 PseudoClass 16c 8-bit 1.2Mi 0.000u 0m:0.000083s
misc46.gif[414] GIF 450x50+322+47 PseudoClass 16c 8-bit 1.2Mi 0.000u 0m:0.000080s
misc46.gif[415] GIF 450x50+223+49 PseudoClass 16c 8-bit 1.2Mi 0.000u 0m:0.000081s
misc46.gif[416] GIF 450x50+187+48 PseudoClass 16c 8-bit 1.2Mi 0.000u 0m:0.000065s
misc46.gif[417] GIF 450x50+111+49 PseudoClass 16c 8-bit 1.2Mi 0.000u 0m:0.000088s
misc46.gif[418] GIF 450x50+232+51 PseudoClass 16c 8-bit 1.2Mi 0.000u 0m:0.000065s
misc46.gif[419] GIF 450x50+265+47 PseudoClass 16c 8-bit 1.2Mi 0.000u 0m:0.000071s
misc46.gif[420] GIF 450x50+256+46 PseudoClass 16c 8-bit 1.2Mi 0.010u 0m:0.000105s
misc46.gif[421] GIF 450x50+202+51 PseudoClass 16c 8-bit 1.2Mi 0.000u 0m:0.000069s
misc46.gif[422] GIF 450x50+277+50 PseudoClass 16c 8-bit 1.2Mi 0.000u 0m:0.000071s
misc46.gif[423] GIF 450x50+256+52 PseudoClass 16c 8-bit 1.2Mi 0.000u 0m:0.000059s
misc46.gif[424] GIF 450x50+298+51 PseudoClass 16c 8-bit 1.2Mi 0.000u 0m:0.000070s
misc46.gif[425] GIF 450x50+234+52 PseudoClass 16c 8-bit 1.2Mi 0.000u 0m:0.000070s
misc46.gif[426] GIF 450x50+293+46 PseudoClass 16c 8-bit 1.2Mi 0.000u 0m:0.000074s
misc46.gif[427] GIF 450x50+335+49 PseudoClass 16c 8-bit 1.2Mi 0.000u 0m:0.000074s
misc46.gif[428] GIF 450x50+312+49 PseudoClass 16c 8-bit 1.2Mi 0.000u 0m:0.000075s
misc46.gif[429] GIF 450x50+212+51 PseudoClass 16c 8-bit 1.2Mi 0.000u 0m:0.000060s
misc46.gif[430] GIF 450x50+139+50 PseudoClass 16c 8-bit 1.2Mi 0.000u 0m:0.000070s
misc46.gif[431] GIF 450x50+129+52 PseudoClass 16c 8-bit 1.2Mi 0.000u 0m:0.000071s
misc46.gif[432] GIF 450x50+288+49 PseudoClass 16c 8-bit 1.2Mi 0.000u 0m:0.000059s
misc46.gif[433] GIF 450x50+304+49 PseudoClass 16c 8-bit 1.2Mi 0.000u 0m:0.000058s
misc46.gif[434] GIF 450x50+160+49 PseudoClass 16c 8-bit 1.2Mi 0.000u 0m:0.000096s
misc46.gif[435] GIF 450x50+236+50 PseudoClass 16c 8-bit 1.2Mi 0.000u 0m:0.000076s
misc46.gif[436] GIF 450x50+223+50 PseudoClass 16c 8-bit 1.2Mi 0.000u 0m:0.000065s
misc46.gif[437] GIF 450x50+328+51 PseudoClass 16c 8-bit 1.2Mi 0.000u 0m:0.000061s
misc46.gif[438] GIF 450x50+239+49 PseudoClass 16c 8-bit 1.2Mi 0.000u 0m:0.000058s
misc46.gif[439] GIF 450x50+289+46 PseudoClass 16c 8-bit 1.2Mi 0.000u 0m:0.000069s
misc46.gif[440] GIF 450x50+109+52 PseudoClass 16c 8-bit 1.2Mi 0.000u 0m:0.000062s
misc46.gif[441] GIF 450x50+244+49 PseudoClass 16c 8-bit 1.2Mi 0.000u 0m:0.000083s
misc46.gif[442] GIF 450x50+113+48 PseudoClass 16c 8-bit 1.2Mi 0.000u 0m:0.000069s
misc46.gif[443] GIF 450x50+289+49 PseudoClass 16c 8-bit 1.2Mi 0.000u 0m:0.000075s
misc46.gif[444] GIF 450x50+211+46 PseudoClass 16c 8-bit 1.2Mi 0.000u 0m:0.000066s
misc46.gif[445] GIF 450x50+184+48 PseudoClass 16c 8-bit 1.2Mi 0.000u 0m:0.000057s
misc46.gif[446] GIF 450x50+188+50 PseudoClass 16c 8-bit 1.2Mi 0.000u 0m:0.000055s
misc46.gif[447] GIF 450x50+215+52 PseudoClass 16c 8-bit 1.2Mi 0.000u 0m:0.000083s
misc46.gif[448] GIF 450x50+114+48 PseudoClass 16c 8-bit 1.2Mi 0.000u 0m:0.000056s
misc46.gif[449] GIF 450x50+280+52 PseudoClass 16c 8-bit 1.2Mi 0.000u 0m:0.000079s
misc46.gif[450] GIF 450x50+198+48 PseudoClass 16c 8-bit 1.2Mi 0.000u 0m:0.000058s
misc46.gif[451] GIF 450x50+116+52 PseudoClass 16c 8-bit 1.2Mi 0.000u 0m:0.000078s
misc46.gif[452] GIF 450x50+335+52 PseudoClass 16c 8-bit 1.2Mi 0.000u 0m:0.000059s
misc46.gif[453] GIF 450x50+206+52 PseudoClass 16c 8-bit 1.2Mi 0.000u 0m:0.000084s
misc46.gif[454] GIF 450x50+236+52 PseudoClass 16c 8-bit 1.2Mi 0.000u 0m:0.000065s
misc46.gif[455] GIF 450x50+154+51 PseudoClass 16c 8-bit 1.2Mi 0.000u 0m:0.000064s
misc46.gif[456] GIF 450x50+129+46 PseudoClass 16c 8-bit 1.2Mi 0.000u 0m:0.000078s
misc46.gif[457] GIF 450x50+319+46 PseudoClass 16c 8-bit 1.2Mi 0.000u 0m:0.000066s
misc46.gif[458] GIF 450x50+314+50 PseudoClass 16c 8-bit 1.2Mi 0.000u 0m:0.000064s
misc46.gif[459] GIF 450x50+253+47 PseudoClass 16c 8-bit 1.2Mi 0.000u 0m:0.000075s
misc46.gif[460] GIF 450x50+180+49 PseudoClass 16c 8-bit 1.2Mi 0.000u 0m:0.000056s
misc46.gif[461] GIF 450x50+247+51 PseudoClass 16c 8-bit 1.2Mi 0.000u 0m:0.000054s
misc46.gif[462] GIF 450x50+286+51 PseudoClass 16c 8-bit 1.2Mi 0.000u 0m:0.000054s
misc46.gif[463] GIF 450x50+119+50 PseudoClass 16c 8-bit 1.2Mi 0.000u 0m:0.000055s
misc46.gif[464] GIF 450x50+301+48 PseudoClass 16c 8-bit 1.2Mi 0.000u 0m:0.000068s
misc46.gif[465] GIF 450x50+114+49 PseudoClass 16c 8-bit 1.2Mi 0.000u 0m:0.000066s
misc46.gif[466] GIF 450x50+133+49 PseudoClass 16c 8-bit 1.2Mi 0.000u 0m:0.000074s
misc46.gif[467] GIF 450x50+322+51 PseudoClass 16c 8-bit 1.2Mi 0.000u 0m:0.000056s
misc46.gif[468] GIF 450x50+167+49 PseudoClass 16c 8-bit 1.2Mi 0.000u 0m:0.000065s
misc46.gif[469] GIF 450x50+257+48 PseudoClass 16c 8-bit 1.2Mi 0.000u 0m:0.000065s
misc46.gif[470] GIF 450x50+141+49 PseudoClass 16c 8-bit 1.2Mi 0.000u 0m:0.000075s
misc46.gif[471] GIF 450x50+279+49 PseudoClass 16c 8-bit 1.2Mi 0.000u 0m:0.000058s
misc46.gif[472] GIF 450x50+176+49 PseudoClass 16c 8-bit 1.2Mi 0.000u 0m:0.000079s
misc46.gif[473] GIF 450x50+133+51 PseudoClass 16c 8-bit 1.2Mi 0.000u 0m:0.000075s
misc46.gif[474] GIF 450x50+289+52 PseudoClass 16c 8-bit 1.2Mi 0.000u 0m:0.000070s
misc46.gif[475] GIF 450x50+335+47 PseudoClass 16c 8-bit 1.2Mi 0.000u 0m:0.000066s
misc46.gif[476] GIF 450x50+178+50 PseudoClass 16c 8-bit 1.2Mi 0.000u 0m:0.000058s
misc46.gif[477] GIF 450x50+129+48 PseudoClass 16c 8-bit 1.2Mi 0.000u 0m:0.000071s
misc46.gif[478] GIF 450x50+328+46 PseudoClass 16c 8-bit 1.2Mi 0.000u 0m:0.000068s
misc46.gif[479] GIF 450x50+238+46 PseudoClass 16c 8-bit 1.2Mi 0.000u 0m:0.000064s
misc46.gif[480] GIF 450x50+135+51 PseudoClass 16c 8-bit 1.2Mi 0.000u 0m:0.000055s
misc46.gif[481] GIF 450x50+316+51 PseudoClass 16c 8-bit 1.2Mi 0.000u 0m:0.000073s
misc46.gif[482] GIF 450x50+228+52 PseudoClass 16c 8-bit 1.2Mi 0.000u 0m:0.000055s
misc46.gif[483] GIF 450x50+277+48 PseudoClass 16c 8-bit 1.2Mi 0.000u 0m:0.000065s
misc46.gif[484] GIF 450x50+251+52 PseudoClass 16c 8-bit 1.2Mi 0.000u 0m:0.000068s
misc46.gif[485] GIF 450x50+221+50 PseudoClass 16c 8-bit 1.2Mi 0.000u 0m:0.000056s
misc46.gif[486] GIF 450x50+296+50 PseudoClass 16c 8-bit 1.2Mi 0.000u 0m:0.000078s
misc46.gif[487] GIF 450x50+339+52 PseudoClass 16c 8-bit 1.2Mi 0.000u 0m:0.000058s
